bdb_id	strongs	headword	type	entry
xa.ao.aa	H0429	אֵלֶּה	root	אֵלֶּה demonstr.pron.pl. these
xa.ap.aa	H0431	אֲלוּ	root	אֲלוּ interj. lo!
xa.aq.aa	H0459	אִלֵּין	root	אִלֵּין demonstr.pron.pl. these
xa.ar.aa	H0479	אִלֵּךְ	root	אִלֵּךְ demonstr.pron.pl. these
xa.ar.ab	H0506	אֲלַ֑ף		אֲלַ֑ף n.m. 1,000
xa.ar.ac	H0521	אַמָּה		[אַמָּה] n.f. cubit
xa.ar.ad	H0524	אֻמָּה		אֻמָּה n.f. nation
xa.as.aa	H0540	אֲמַן	root	[אֲמַן] vb. Haph. trust
xa.at.aa	H0560	אֲמַר	root	אֲמַר 71 vb. say, tell, command
xa.at.ab	H3983	מֵאמַר		מֵאמַר n.[m.] word;—cstr.
xa.at.ac	H0563	אִמַּר		[אִמַּר] n.m. lamb
xa.at.ad		אִנְבֵּהּ		אִנְבֵּהּ v. אֵב
xa.au.aa	H0576	אֲנָא	root	אֲנָא: v. אֲנָה
xa.av.aa	H0576	אֲנָה	root	אֲנָה pr.1s. I
xa.av.ab	H0581	אִנּוּן		אִנּוּן pr.3mpl. they, those
xa.aw.aa	H0586	אֲנַ֫חְנָא	root	אֲנַ֫חְנָא pr.1pl. we
xa.ax.aa	H0581	אִנִּין	root	אִנִּין they (f.) Dn 7:17 Qr
xa.ay.aa	H0598	אֲנַס	root	[אֲנַס] vb. oppress;—Pe. Dn 4:6.
xa.ay.ab	H0600	אֲנַף		[אֲנַף, אַף] n.m. only du. face
xa.az.aa		אנשׁ	root	אנשׁ
xa.az.ab	H0606	אֱנָשׁ		אֱנָשׁ n.m. man, mankind
xa.ba.aa		אנשׁ	root	אנשׁ
xa.ba.ab	H5389	נְשִׁין		[נְשִׁין] n.f.pl. wives;—pl. sf. Dn 6:25.
xa.bb.aa	H0607	אנתה	root	אנתה Kt 14 (i.e. אַנְתָּה, peculiar to BAram.) pr.2ms. thou
xa.bc.aa	H0608	אַנְתּוּן	root	אַנְתּוּן pr.2mpl. ye, you, Dn 2:8.
xa.bc.ab	H0620	אׇֽסְנַפַּר		אׇֽסְנַפַּר n.pr.m. Asnappar, who transported people to Samaria Ezr 4:10
xa.bc.ac	H0629	אׇסְפַּרְנָא		אׇסְפַּרְנָא adv. thoroughly, RV. with (all) diligence
xa.bd.aa		אסר	root	אסר
xa.bd.ab	H0613	אֱסוּר		אֱסוּר n.[m.] band, bond
xa.bd.ac	H0633	אֱסָר		אֱסָר n.m. interdict (as binding)
xa.bd.ad	H0636	אָע		אָע n.m. wood
xa.be.aa	H0638	אַף	root	אַף conj. also
xa.be.ab	H0670	אֲפָֽרְסָיֵא		אֲפָֽרְסָיֵא n.pr.pl.gent. Ezr 4:9, Persians
xa.be.ac	H0671	אֲפָֽרְסְכָיֵא		אֲפָֽרְסְכָיֵא = אֲפָֽרְסַתְּכָיֵא (acc. to most)
xa.be.ad	H0671	אֲפָֽרְסַתְּכָיֵא		אֲפָֽרְסַתְּכָיֵא 4:9, n.pr.pl.gent., so most hitherto, and still (Persians), but many moderns think official title
xa.be.ae	H0674	אַפְּתֹם		אַפְּתֹם or אַפְּתוֹם Ezr 4:13; of uncertain mng.: in the end
xa.be.af		אֶצְבַּע		אֶצְבַּע v. צבע
xa.be.ag		אַרְבַּע		אַרְבַּע v. רבע
xa.be.ah	H0711	אַרְגְּוָן		[אַרְגְּוָן] n.m. purple, red-purple
xa.bf.aa		ארה	root	ארה
xa.bf.ab	H0744	אַרְיֵה		אַרְיֵה n.m. lion
xa.bg.aa	H0718	אֲרוּ	root	אֲרוּ interj. lo
xa.bg.ab	H0735	אֹ֫רַח		[אֹ֫רַח] n.[m.?] way (fig.)
xa.bg.ac		אַרְיֵה		אַרְיֵה v. ארה
xa.bg.ad	H0746	אֲרְיוֹךְ		אֲרְיוֹךְ n.pr.m. in Bab.
xa.bh.aa		ארך	root	ארך
xa.bh.ab	H0754	אַרְכָֿא		אַרְכָֿא n.f. a lengthening, prolonging
xa.bi.aa		ארך	root	ארך
xa.bi.ab	H0749	אֲרִיִךְ		אֲרִיִךְ adj.vb. fitting, proper;—Ezr 4:14.
xa.bi.ac		אַרְכֻבָּתֵהּ		אַרְכֻבָּתֵהּ אַרְכֻבָה v. ברך
xa.bi.ad	H0756	אַרְכְּוָיֵ		אַרְכְּוָיֵ n.pr.gent. people of Erech;—pl. emph. Ezr 4:9
xa.bi.ae	H0772	אֲרַע		[אֲרַע] 21 n.[f.] earth
xa.bi.af	H0773	אַרְעִי		[אַרְעִי] n.f.denom. bottom;—cstr. Dn 6:25.
xa.bi.ag	H0778	אֲרַק		[אֲרַק] n.[f.] earth;—emph. Je 10:11a.
xa.bi.ah	H0783	אַרְתַּחְשַׁשְׂתְּא		אַרְתַּחְשַׁשְׂתְּא n.pr.m. of king
xa.bi.ai	H0787	אֹשׁ		[אֹשׁ] n.m. foundation
xa.bi.aj	H0785	אֶשָּׁא		אֶשָּׁא n.[f.] fire;—Dn 7:11.
xa.bi.ak		אֻשֹּׁהִי		אֻשֹּׁהִי אֻשַּׁיָּא v. אשׁ
xa.bi.al	H0826	אָשַׁף		אָשַׁף n.m. conjurer, enchanter
xa.bi.am	H0846	אֻשַּׁרְנָא		אֻשַּׁרְנָא n.m. meaning and √ dub.; most wall
xa.bi.an		אֶשְׁתַּדּוּר		אֶשְׁתַּדּוּר v. שׁדר
xa.bi.ao		אִשְׁתִּיו		אִשְׁתִּיו v. שְׁתָה
xa.bj.aa	H0858	אֲתָה	root	אֲתָה, אֲתָא vb. come Pe. come Haph. bring Hêphal be brought
xa.bj.ab		אָת		אָת v. אוה
xa.bj.ac	H0861	אַתּוּן		אַתּוּן n.m. (prob. f.) furnace
xa.bj.ad		אִתַי		אִתַי v. אִיתַי
xa.bk.aa	H0870	אֲתַר	root	אֲתַר n.m. place
xa.bk.ab		אַתַּ֫רוּ		אַתַּ֫רוּ v. נתר
xb.aa.aa		בְּ	root	בְּ
xb.ab.aa	H0888	בְּאֵשׁ	root	בְּאֵשׁ vb. be evil, bad;—Pe. Dn 6:15 i.e. it was evil (displeasing) to him
xb.ab.ab	H0873	בִּאישׁ		[בִּאישׁ] adj. bad;—fs. emph. Ezr 4:12
xb.ab.ac		בָּאתַר		בָּאתַר בָּתַר v. אֲתַר
xb.ab.ad	H0895	בָּבֶל		בָּבֶל n.pr.loc. Babylon
xb.ab.ae	H0896	בָּֽבְלַי		[בָּֽבְלַי] adj.gent. pl. emph. as subst. Ezr 4:9 the Babylonians.
xb.ac.aa	H0921	בְּדַר	root	[בְּדַר] vb. Pa. scatter;—Dn 4:11
xb.ad.aa	H0927	בְּהַל	root	[בְּהַל] vb. Pa. alarm, dismay Hithpe. hasten Hithpa. was greatly alarmed.
xb.ad.ab	H0924	בְּהִילוּ		בְּהִילוּ n.f. haste;—Ezr 4:23
xb.ae.aa		בול	root	בול
xb.ae.ab	H1079	בָּל		בָּל n.[m.] mind;—abs. Dn 6:15
xb.af.aa	H0989	בְּטֵל	root	[בְּטֵל] vb. cease Pe. (both of work) Pa. make to cease
xb.af.ab	H0997	בֵּין		בֵּין prep. between (BH [בַּ֫יִן])
xb.af.ac	H0999	בִּינָה		בִּינָה n.f. understanding;—abs. Dn 2:21.
xb.af.ad	H1001	בִּירְתָא		בִּירְתָא n.f. emph. castle;—Ezr 6:2.
xb.ag.aa	H1005	בַּ֫יִת	root	[בַּ֫יִת] 44 n.m. house
xb.ag.ab	H0956	בִּית		[בִּית] vb. denom. (lodge,) pass the night;—Pe. Dn 6:19.
xb.ag.ac		בָּל		בָּל v. בול
xb.ah.aa	H1080	בְּלָא	root	[בְּלָא] vb. Pa. wear away, out;—Dn 7:25
xb.ah.ab	H1093	בְּלוֹ		בְּלוֹ n.[m.] tribute
xb.ah.ac	H1096	בֵּלְטְשַׁאצַּר		בֵּלְטְשַׁאצַּר 8 n.pr.m. Bab. name of Daniel
xb.ah.ad	H1113	בֵּלְשַׁאצַּר		בֵּלְשַׁאצַּר n.pr.m. king of Bab.
xb.ai.aa	H1124	בְּנָה	root	[בְּנָה, בְּנָא] vb. build Pe. build Hithpe. be built
xb.ai.ab	H1147	בִּנְיָן		[בִּנְיָן] n.[m.] a building;—emph. Ezr 5:4.
xb.aj.aa	H1149	בְּנַס	root	בְּנַס vb. be angry;—Pe. Dn 2:12.
xb.ak.aa	H1156	בְּעָא	root	בְּעָא vb. ask, seek, only Dn Pe. ask, request seek Pa. resort (for favours)
xb.ak.ab	H1159	בָּעוּ		בָּעוּ n.f. petition
xb.ak.ac	H1169	בְּעֵל		בְּעֵל n.m. owner, lord
xb.ak.ad	H1236	בִּקְעָא		[בִּקְעָא] n.f. plain;—cstr. Dn 3:1.
xb.al.aa	H1240	בְּקַר	root	[בְּקַר] vb. Pa. inquire, seek (only Ezr) Hithpa. let search be made.
xb.al.ab	H1123	בַּר		בַּר n.m. son
xb.al.ac		בַּר		בַּר v. ברר
xb.am.aa	H1289	בְּרַךְ	root	[בְּרַךְ] vb. kneel, bless Pe. act. kneeling on his knees (in prayer). pass. blessed (be) the God, etc. Pa. bless, praise
xb.am.ab	H1291	בְּרַךְ		[בְּרַךְ] n.[f.] knee;—pl. sf. Dn 6:11.
xb.am.ac	H0755	אַרְכֻבָּה		[אַרְכֻבָּה] n.f. id. [xb.am.ab];—pl. sf. Dn 5:6
xb.an.aa	H1297	בְּרַם	root	בְּרַם adv. with advers. force, only, nevertheless
xb.ao.aa		ברר	root	ברר
xb.ao.ab	H1251	בַּר		[בַּר] n.[m.] open field
xb.ao.ac	H1321	בְּשַׁר		בְּשַׁר n.m. flesh
xb.ao.ad	H1325	בַּת		[בַּת] n.[m.] bath, liquid measure
xb.ao.ae		בָּתַר		בָּתַר v. אֲתַר
xc.aa.aa		גאה	root	גאה
xc.aa.ab	H1467	גֵּוָה		גֵּוָה n.f. pride;—abs. Dn 4:34
xc.aa.ac	H1355	גַּב		[גַּב] n.[m.] either back, or < side;—pl. sf. Dn 7:6 Kt
xc.aa.ad	H1358	גֹּב		[גֹּב] n.m. pit, den of lions
xc.ab.aa		גבר	root	גבר
xc.ab.ab	H1400	גְּבַר		גְּבַר 21 n.m. man
xc.ab.ac	H1370	גְּבוּרָה		[גְּבוּרָה] n.f. might
xc.ab.ad	H1401	גִּבָּר		[גִּבָּר] n.m. mighty one;—pl. cstr. Dn 3:20
xc.ab.ae	H1411	גְּדָֽבְרַיָּא		גְּדָֽבְרַיָּא n.m.pl.emph. dub.: treasurer
xc.ac.aa	H1414	גְּדַד	root	[גְּדַד] vb. hew down
xc.ac.ab	H1459	גַּו		[גַּו] n.m. midst
xc.ac.ac		גֵּוָה		גֵּוָה v. גאה
xc.ac.ad	H1490	גִּזְבָּר		[גִּזְבָּר] n.m. treasurer;—pl. emph. Ezr 7:21.
xc.ad.aa	H1505	גְּזַר	root	[גְּזַר] vb. cut, (divide,) determine Pe. determiners Hithpe. a stone was cut out
xc.ad.ab	H1510	גְּזֵרָה		[גְּזֵרָה] n.f. decree
xc.ad.ac	H1519	גִּיחַ		גִּיחַ, גּוּחַ burst forth
xc.ae.aa		גין	root	גין
xc.ae.ab	H1528	גִּיר		[גִּיר] n.[m.] chalk, plaster;—emph. Dn 5:5.
xc.ae.ac		גַּלְגַּל		גַּלְגַּל v. גלל
xc.af.aa	H1541	גְּלָא	root	[גְּלָא, גְּלָה] vb. reveal Pe. reveal secrets Pᵉ‛îl revealed Haph. take into exile
xc.af.ab	H1547	גָּלוּ		[גָּלוּ] n.f. exile
xc.ag.aa		גלל	root	גלל
xc.ag.ab	H1560	גְּלָל		גְּלָל n.[m.] rolling
xc.ag.ac	H1535	גַּלְגַּל		[גַּלְגַּל] n.m. wheel;—pl. sf. Dn 7:9
xc.ag.ad	H4040	מְגִלָּה		מְגִלָּה n.f. (book-)roll (𝔗 BH);—Ezr 6:2.
xc.ah.aa	H1585	גְּמַר	root	[גְּמַר] vb. complete;—Pe. Ezr 7:12
xc.ah.ab	H1596	גְּנַז		[גְּנַז] n.m. treasure
xc.ah.ac	H1611	גַּף		[גַּף] n.f. wing of bird
xc.ah.ad	H1635	גְּרַם		[גְּרַם] n.[m.] bone;—pl. sf. Dn 6:25.
xc.ah.ae	H1655	גְּשֵׁם		[גְּשֵׁם] n.m. body
xd.aa.aa	H1668	דָּא	root	דָּא demonstr.pr.f. this
xd.aa.ab	H1678	דֹּב		דֹּב n.[m.] bear;—abs. Dn 7:5.
xd.ab.aa	H1684	דְּבַח	root	[דְּבַח] vb. sacrifice;—Pe. Ezr 6:3
xd.ab.ab	H1685	דְּבַח		[דְּבַח] n.[m.] sacrifice;—pl. abs. Ezr 6:3.
xd.ab.ac	H4056	מַדְבַּח		[מַדְבַּח] n.[m.] altar;—emph. Ezr 7:17.
xd.ac.aa	H1693	דְּבֵק	root	[דְּבֵק] vb. cling (BH);—Pe. Dn 2:43.
xd.ac.ab	H1701	דִּבְרָה		[דִּבְרָה] n.f. cause, reason
xd.ac.ac	H1722	דְּהַב		דְּהַב 23 n.m. gold
xd.ac.ad	H1723	דהוא		דהוא Kt, דֵּהָיֵא Qr, most n.pr.gent. Ezr 4:9,
xd.ad.aa	H1753	דּוּר	root	[דּוּר] vb. dwell
xd.ad.ab	H1859	דָּר		דָּר n.[m.] generation
xd.ad.ac	H4070	מְדוֹר		[מְדוֹר] n.[m.] dwelling-place
xd.ad.ad	H4070	מְדָר		[מְדָר] n.m. id. [xd.ad.ac];—sf. Dn 2:11.
xd.ad.ae	H8411	תְּדִירָא		תְּדִירָא n.f. continuance
xd.ad.af	H1757	דּוּרָא		דּוּרָא n.pr.loc. near Bab., only Dn 3:1
xd.ae.aa	H1759	דּוּשׁ	root	[דּוּשׁ] vb. tread down (BH);—Pe. Dn 7:23
xd.ae.ab	H1761	דַּחֲוָה		[דַּחֲוָה] n.f. dub.;—pl. abs. Dn 6:19, instr. of music
xd.af.aa	H1763	דְּחַל	root	[דְּחַל] vb. fear Pe. terrible Pa. the dream made me afraid.
xd.ag.aa	H1768	דִּי	root	דִּי part. of relation, who, which, that, used also as mark of gen. and conj. that, because
xd.ah.aa	H1778	דִּין	root	[דִּין] vb. judge (BH);—Pe. Ezr 7:25 Kt
xd.ah.ab	H1780	דִּין		דִּין n.m. judgment
xd.ah.ac	H1782	דַּיָּן		[דַּיָּן] n.m. judge;—pl. Ezr 7:25.
xd.ah.ad	H4083	מְדִינָה		[מְדִינָה] n.f. (judicial) district, province
xd.ah.ae	H1841	דָּנִיֵּאל		דָּנִיֵּאל n.pr.m. Daniel (BH id.)
xd.ah.af	H1784	דִּינָיֵא		דִּינָיֵא n.pr.gent. (?) Ezr 4:9
xd.ai.aa	H1791	דֵּךְ	root	דֵּךְ demonstr.pr.m. this
xd.ai.ab	H1797	דִּכֵּן		דִּכֵּן demonstr.pr.comm. this, that
xd.aj.aa	H1798	דְּכַר	root	[דְּכַר] n.m. ram
xd.aj.ab	H1799	דִּכְרוֹן		[דִּכְרוֹן] n.[m.] memorandum, record;—emph. Ezr 6:2.
xd.aj.ac	H1799	דָּכְרָן		[דָּכְרָן] n.[m.] id. [xd.aj.ab]
xd.ak.aa	H1815	דְּלַק	root	[דְּלַק] vb. burn (BH);—Pe. Dn 7:9
xd.al.aa	H1821	דְּמָה	root	[דְּמָה] vb. be like;—Pe. Dn 3:25
xd.am.aa	H1836	דְּנָה	root	דְּנָה 57 demonstr.pr.comm. this
xd.an.aa	H1751	דְּקַק	root	[דְּקַק] vb. be shattered, fall to pieces (BH) Pe. Dn 2:35. Haph. break in pieces
xd.an.ab		דָּר		דָּר v. דוּר
xd.an.ac	H1868	דָּֽרְיָ֫וֶשׁ		דָּֽרְיָ֫וֶשׁ 15 n.pr.m. Darius Hystaspis ‘Darius the Mede’
xd.ao.aa		דרע	root	דרע
xd.ao.ab	H1872	דְּרַע		[דְּרַע] n.[f.] arm;—pl. sf. Dn 2:32.
xd.ao.ac	H0153	אֶדְרַע		אֶדְרַע n.[f.] force;—abs. Ezr 4:23
xd.ao.ad	H1882	דָּת		דָּת n.f. decree, law
xd.ao.ae	H1883	דֶּ֫תֶא		[דֶּ֫תֶא] n.[m.] grass
xd.ao.af	H1884	דְּתָבָר		[דְּתָבָר] n.m. judge (loan-word fr. Pers. dâtabara, law-bearer, judge)
xe.aa.aa		הֲ	root	הֲ
xe.ab.aa	H1888	הָא	root	הָא demonstr.part. lo!, behold!, Dn 3:25.
xe.ac.aa	H1888	הֵא	root	הֵא demonstr.part. prefixed idiom. to כְּ for greater definiteness, lit. behold like
xe.ac.ab	H1907	הַדָּבַר		[הַדָּבַר] n.m. counsellor, minister
xe.ac.ac	H1917	הַדָּם		[הַדָּם] n.[m.] member, limb (loan-word from Pers.)
xe.ad.aa	H1922	הֲדַר	root	[הֲדַר] vb. Pa. glorify God
xe.ad.ab	H1923	הֲדַר		[הֲדַר] n.[m.] honour, majesty, of kg.
xe.ae.aa	H1934	הֲוָא	root	הֲוָא, הֲוָה 71 vb. come to pass, become, be
xe.af.aa	H1932	הוּא	root	הוּא 14 m. הִיא 7 f. pron. of 3s. he, she, it
xe.af.ab	H1965	הֵיכַל		[הֵיכַל] n.m. palace, temple
xe.ag.aa	H1946	הֲלַךְ	root	[הֲלַךְ] vb. go Pe. syncop. go Pa. walking about Haph. walk in pride
xe.ag.ab	H1983	הֲלָךְ		הֲלָךְ n.[m.] toll
xe.ah.aa	H1994	הִמּוֹ	root	הִמּוֹ 9 (Ezr), הִמּוֹן 3 (Dn) pron.3pl. they, them
xe.ah.ab	H2002	הַמְנִיכָא		הַמְנִיכָא Qr n.[m.] chain, necklace
xe.ai.aa	H2006	הֵן	root	הֵן conj. if, whether
xe.ai.ab		הַסִּק		הַסִּק v. סלק
xe.aj.aa		הרהר	root	הרהר
xe.aj.ab	H2031	הַרְהֹר		[הַרְהֹר] n.[m.] fancy, imagining;—pl. abs. Dn 4:2
xf.aa.aa		וְ	root	וְ, וּ
xg.aa.aa	H2084	זְבַן	root	[זְבַן] vb. buy, gain;—Pe. Dn 2:8
xg.ab.aa	H2095	זְהַר	root	[זְהַר] vb. Pe. Ezr 4:22 be warned
xg.ac.aa	H2103	זוּד	root	[זוּד] vb. be presumptuous;—Haph. Dn 5:20
xg.ad.aa	H2110	זוּן	root	[זוּן] vb. feed;—Hithpe. be fed: Dn 4:9
xg.ad.ab	H4203	מָזוֹן		מָזוֹן n.[m.] food
xg.ae.aa	H2112	זוּעַ	root	[זוּעַ] vb. tremble
xg.ae.ab	H2122	זִיו		[זִיו] n.m. brightness, splendour
xg.ae.ac	H2136	זָכוּ		זָכוּ n.f. purity, innocence;—abs. Dn 6:23
xg.ae.ad	H2148	זְכַרְיָה		זְכַרְיָה n.pr.m. prophet
xg.af.aa	H2166	זְמַן	root	זְמַן n.m. time
xg.af.ab	H2164	זְמַן		[זְמַן] vb. denom. Hithpa. agree together
xg.ag.aa	H2170	זְמָר	root	[זְמָר] n.[m.] music
xg.ag.ab	H2171	זַמָּר		[זַמָּר] n.m. singer;—pl. emph. Ezr 7:24.
xg.ag.ac	H2178	זַן		[זַן] n.[m.] kind, sort
xg.ag.ad	H2200	זְעִ֑ק		זְעִ֑ק vb. cry, call;—Pe. Dn 6:21
xg.ah.aa		זער	root	זער
xg.ah.ab	H2192	זְעֵיר		[זְעֵיר] adj. little, small;—fs. Dn 7:8.
xg.ai.aa	H2211	זְקַף	root	[זְקַף] vb. raise, lift up;—Pe. Ezr 6:11
xg.ai.ab	H2217	זְרֻבָּבֶ֫ל		זְרֻבָּבֶ֫ל n.pr.m. (BH id.);—Ezr 5:2.
xg.ai.ac	H2234	זְרַע		זְרַע n.[m.] seed;—cstr. Dn 2:43
xh.aa.aa	H2255	חֲבַל	root	[חֲבַל] vb. Pa. destroy, hurt Hithpa. be destroyed
xh.aa.ab	H2257	חֲבָל		חֲבָל n.m. hurt, injury
xh.aa.ac	H2248	חֲבוּלָא		חֲבוּלָא n.f. hurtful act, crime;—abs. Dn 6:23.
xh.ab.aa	H2269	חֲבַר	root	[חֲבַר] n.m. fellow, comrade
xh.ab.ab	H2273	חַבְרָה		[חַבְרָה] n.f. fellow;—pl. sf. Dn 7:20
xh.ab.ac	H2292	חַגַּי		חַגַּי n.pr.m. prophet (BH id.)
xh.ab.ad		חַד		חַד חֲדָה v. אחד
xh.ab.ae	H2305	חֶדְוָה		חֶדְוָה n.f. joy;—abs. Ezr 6:16
xh.ab.af	H2306	חֲדִי		[חֲדִי, or חַד] n.m. breast;—du. Dn 2:32.
xh.ab.ag	H2323	חֲדַ֑ת		חֲדַ֑ת adj. new;—Ezr 6:4.
xh.ac.aa		חוד	root	חוד
xh.ac.ab	H0280	אֲחִידָה		[אֲחִידָה] n.f. riddle;—fpl. abs. Dn 5:12.
xh.ad.aa	H2324	חֲוָה	root	[חֲוָה] vb. Pa. Haph. declare
xh.ad.ab	H0263	אַחֲוָיָה		[אַחֲוָיָה] n.f. a declaring
xh.ae.aa	H2338	חוּט	root	[חוּט or חִיט] vb. repair (foundations);—Haph. Ezr 4:12
xh.ae.ab	H2358	חִוָּר		חִוָּר adj. white;—Dn 7:9 (robe).
xh.af.aa	H2370	חֲזָה	root	חֲזָה vb. see, behold
xh.af.ab	H2376	חֱזוּ		[חֱזוּ] n.m. vision, appearance
xh.af.ac	H2379	חֲזוֹת		[חֲזוֹת] n.f. sight, visibility
xh.ag.aa	H2408	חֲטָי	root	[חֲטָי] n.[m.] sin;—sf. Dn 4:24
xh.ag.ab	H2402	חַטָּיָא		חַטָּיָא n.f. sin-offering;—abs. Ezr 6:17 Kt, Qr חַטָּאָה.
xh.ah.aa	H2418	חֲיָא	root	[חֲיָא] vb. live;— Pe. live for ever! Haph. let live.
xh.ah.ab	H2417	חַי		חַי adj. living (BH id.)
xh.ah.ac	H2423	חֵיוָא		חֵיוָא, חֵיוָה n.f. beast
xh.ah.ad	H2429	חַ֫יִל		חַ֫יִל n.m. power, strength, army
xh.ai.aa	H2445	חַכִּים	root	[חַכִּים] 14 n.m. wise man
xh.ai.ab	H2452	חׇכְמָה		חׇכְמָה n.f. wisdom
xh.ai.ac	H2493	חֵ֫לֶם		חֵ֫לֶם 22 n.m. dream
xh.aj.aa	H2499	חֲלַף	root	[חֲלַף] vb. pass (over)
xh.aj.ab	H2508	חֲלָק		חֲלָק n.[m.] portion, possession, lot
xh.aj.ac	H4255	מַחְלְקָה		[מַחְלְקָה] n.f. class, division, of priests and Levites;—pl. sf. Ezr 6:18.
xh.aj.ad		חֱמָא		חֱמָא v. יחם
xh.aj.ae	H2562	חֲמַר		חֲמַר n.m. wine
xh.aj.af	H2591	חִנְטָה		[חִנְטָה] n.f. wheat
xh.aj.ag	H2597	חֲנֻכָּה		[חֲנֻכָּה] n.f. dedication
xh.ak.aa	H2604	חֲנַן	root	[חֲנַן] vb. shew favour; Pa. Hithpa. implore favour
xh.ak.ab	H2608	חֲנַנְיָה		חֲנַנְיָה n.pr.m. (= BH id. [h.dz.ao] 5);—Dn 2:17.
xh.al.aa	H2631	חֲסַן	root	[חֲסַן] vb. Haph. take possession of;—Dn 7:22
xh.al.ab	H2632	חֵ֫סֶן		[חֵ֫סֶן] n.m. (royal) power
xh.al.ac	H2635	חֲסַף		חֲסַף n.[m.] clay, potsherd
xh.al.ad	H2627	חַסִּר		חַסִּר adj. lacking, wanting, deficient;—Dn 5:27.
xh.am.aa	H2685	חֲצַף	root	[חֲצַף] vb. Haph. shew insolence, harshness
xh.an.aa	H2718	חֲרַב	root	[חֲרַב] vb. be waste;—Hoph. Ezr 4:15
xh.an.ab	H2749	חַרְטֹם		חַרְטֹם n.m. magician
xh.ao.aa	H2761	חֲרַךְ	root	[חֲרַךְ] vb. singe;—Hithpa. Dn 3:27
xh.ao.ab	H2783	חֲרַץ		[חֲרַץ] n.[m.] loin;—sf. Dn 5:6
xh.ap.aa	H2804	חֲשַׁב	root	[חֲשַׁב] vb. think, account;—Pe. Dn 4:32
xh.aq.aa	H2818	חֲשַׁח	root	[חֲשַׁח] vb. need;—Pe. Dn 4:32
xh.aq.ab	H2818	חַשְׁחָה		[חַשְׁחָה] n.f. thing needed;—pl. Ezr 6:9.
xh.aq.ac	H2819	חַשְׁחוּ		[חַשְׁחוּ] n.f.coll. things needed, requirement;—cstr. Ezr 7:20.
xh.ar.aa		חשׁך	root	חשׁך
xh.ar.ab	H2816	חֲשׁוֹךְ		[חֲשׁוֹךְ] n.[m.] darkness;—emph. Dn 2:22.
xh.as.aa	H2827	חֲשַׁל	root	[חֲשַׁל] vb. shatter;—Pe. Dn 2:40
xh.at.aa	H2857	חֲתַם	root	[חֲתַם] vb. seal;—Pe. Dn 6:18
xi.aa.aa	H2868	טְאֵב	root	טְאֵב vb. be good;—Pe. Dn 6:24
xi.aa.ab	H2869	טָב		טָב adj. good
xi.aa.ac	H2877	טַבָּח		[טַבָּח] n.m. guardsman;—pl. emph. Dn 2:14.
xi.aa.ad	H2906	טוּר		טוּר n.m. mountain
xi.aa.ae	H2908	טְוָת		טְוָת adv. fastingly, hungrily;—Dn 6:19.
xi.aa.af	H2917	טִין		[טִין] n.[m.] clay
xi.aa.ag	H2920	טַל		טַל n.[m.] dew
xi.aa.ah	H2927	טְלַל		[טְלַל] vb. Haph. have shade;—Dn 4:9
xi.ab.aa	H2939	טְעֵם	root	[טְעֵם] vb. Pa. feed
xi.ab.ab	H2942	טְעֵם		טְעֵם 30 n.m. taste, judgment, command
xi.ab.ac	H2953	טְפַר		[טְפַר] n.m. nail, claw
xi.ac.aa	H2957	טְרַד	root	[טְרַד] vb. chase away Pe. Pe‛îl
xi.ac.ab	H2967	טַרְפְּלָיֵא		טַרְפְּלָיֵא n.pr.gent. so most, Ezr 4:9
xj.aa.aa	H2987	יְבַל	root	[יְבַל] vb. Haph. bear along, carry
xj.aa.ab	H3007	יַבֶּ֫שֶׁת		[יַבֶּ֫שֶׁת] n.f. earth;—emph. Dn 2:10.
xj.aa.ac	H3026	יְגַר		יְגַר n.[m.] (stone-)heap;—cstr. Gn 31:47
xj.aa.ad	H3028	יַד		יַד n.f. hand hand power
xj.ab.aa	H3029	יְדָא	root	[יְדָא] vb. Haph. praise
xj.ac.aa	H3046	יְדַע	root	יְדַע vb. know Pe. know Haph. cause to know, inform
xj.ac.ab	H4486	מַנְדַּע		מַנְדַּע n.[m.] knowledge, power of knowing
xj.ad.aa	H3052	יְהַב	root	יְהַב vb. give Pe. give place, lay foundations Pe‛îl, be given Hithpe. be given be paid, of cost
xj.ad.ab	H3061	יְהוּד		יְהוּד n.pr.terr. Judah
xj.ad.ac	H3062	יְהוּדַי		[יְהוּדַי] n.gent. Jew
xj.ad.ad	H3118	יוֹם		יוֹם n.m. day
xj.ad.ae	H3136	יוֹצָדָק		יוֹצָדָק n.pr.m. Ezr 5:2 (BH id. [e.az.av], √ הָיָה).
xj.ad.af		יזב		יזב v. שֵׁיזֵב
xj.ae.aa		יחם	root	יחם
xj.ae.ab	H2528	חֱמָא		חֱמָא n.f. rage;—abs.
xj.af.aa	H3191	יְטַב	root	[יְטַב] vb. be (good,) pleasing;—Pe. Ezr 7:18
xj.ag.aa	H3202	יְכִל	root	יְכִל vb. be able (Dn)
xj.ag.ab	H3221	יַם		[יַם] n.m. sea
xj.ah.aa	H3255	יְסַף	root	[יְסַף] vb. add;—Hoph. Dn 4:33
xj.ai.aa	H3272	יְעַט	root	[יְעַט] vb. advise;—Ithpa. Dn 6:8
xj.ai.ab	H3272	יָעֵט		[יָעֵט] n.m. counsellor (prop. Pt. act.)
xj.ai.ac	H5843	עֵטָא		עֵטָא n.f. counsel;—abs. Dn 2:14
xj.ai.ad		יצא		יצא v. שֵׁיצֵא
